TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-09-09 22:58:28.008,1.2656913,0.25888544,1.0292841,0.5542197,0.9257593,-0.0906647,0.27375028,0.59528804,0.8803097,0.2549411,0.3577247,0.6322367,0.5675632,0.007873694,-0.04991354,0.7599527,0.003962282,-0.3317267,-0.437452,0.6739496,727.6923,772.4176,777.6557,779.67035,776.04395,0.81072998046875,-0.127197265625,0.5758056640625,1.682281494140625,-3.2000732421875,-2.280426025390625,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.050,1.2656913,0.25888544,1.0292841,0.5542197,0.9257593,-0.0906647,0.27375028,0.59528804,0.8803097,0.2549411,0.3577247,0.6322367,0.5675632,0.007873694,-0.04991354,0.7599527,0.003962282,-0.3317267,-0.437452,0.6739496,749.85345,778.86444,777.6557,779.67035,836.4835,0.80047607421875,-0.1114501953125,0.56793212890625,4.493560791015625,-3.775787353515625,0.0299072265625,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.051,1.3714045,0.30775988,1.0510911,0.5542197,1.0124311,-0.030140236,0.26435736,0.59528804,0.93563527,0.26223364,0.363503,0.6322367,0.5788009,0.02542649,-0.04792778,0.7599527,-0.0024051669,-0.33004415,-0.4253935,0.6739496,757.1062,784.5055,779.67035,790.14655,876.77655,0.80047607421875,-0.1114501953125,0.56793212890625,4.493560791015625,-3.775787353515625,0.0299072265625,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.061,1.3714045,0.30775988,1.0510911,0.5542197,1.0124311,-0.030140236,0.26435736,0.59528804,0.93563527,0.26223364,0.363503,0.6322367,0.5788009,0.02542649,-0.04792778,0.7599527,-0.0024051669,-0.33004415,-0.4253935,0.6739496,763.1502,774.43225,782.49084,784.10254,973.47986,0.78814697265625,-0.0992431640625,0.56488037109375,6.108551025390625,-4.852447509765625,1.547698974609375,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.101,1.4285287,0.37047988,1.0626141,0.5542197,1.0701208,0.026695844,0.27567747,0.59528804,0.9652972,0.2637339,0.363503,0.6322367,0.59619415,0.049901195,-0.03624116,0.7599527,-0.0065486636,-0.3305667,-0.40896708,0.6739496,761.13556,787.326,790.14655,780.87915,843.73627,0.78814697265625,-0.0992431640625,0.56488037109375,6.108551025390625,-4.852447509765625,1.547698974609375,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.145,1.4285287,0.37047988,1.0626141,0.5542197,1.0701208,0.026695844,0.27567747,0.59528804,0.9652972,0.2637339,0.363503,0.6322367,0.59619415,0.049901195,-0.03624116,0.7599527,-0.0065486636,-0.3305667,-0.40896708,0.6739496,751.4652,780.87915,794.9817,765.56775,863.0769,0.8023681640625,-0.095703125,0.56982421875,5.091705322265625,-6.332855224609375,0.64300537109375,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.182,1.4285287,0.37047988,1.0626141,0.5542197,1.0701208,0.026695844,0.27567747,0.59528804,0.9652972,0.2637339,0.363503,0.6322367,0.59619415,0.049901195,-0.03624116,0.7599527,-0.0065486636,-0.3305667,-0.40896708,0.6739496,758.71796,783.2967,786.52014,773.6264,829.6337,0.81488037109375,-0.0975341796875,0.56640625,5.211334228515625,-5.39825439453125,0.157012939453125,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.185,1.4536464,0.43608856,1.0745187,0.5542197,1.101916,0.0701821,0.302339,0.59528804,0.986814,0.2637339,0.363503,0.6322367,0.61012,0.07047403,-0.021454813,0.7599527,-0.009893927,-0.33681804,-0.39545658,0.6739496,751.4652,775.64105,782.49084,778.46155,815.9341,0.81488037109375,-0.0975341796875,0.56640625,5.211334228515625,-5.39825439453125,0.157012939453125,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.232,1.4536464,0.43608856,1.0745187,0.5542197,1.101916,0.0701821,0.302339,0.59528804,0.986814,0.2637339,0.363503,0.6322367,0.61012,0.07047403,-0.021454813,0.7599527,-0.009893927,-0.33681804,-0.39545658,0.6739496,749.85345,788.1319,789.34064,794.57874,949.304,0.81805419921875,-0.09588623046875,0.561767578125,5.076751708984375,-4.164581298828125,-0.770111083984375,1.0,1.0,1.0,1.0,1.0,50.0,
2023-09-09 22:58:28.265,1.4536464,0.43608856,1.0745187,0.5542197,1.101916,0.0701821,0.302339,0.59528804,0.986814,0.2637339,0.363503,0.6322367,0.61012,0.07047403,-0.021454813,0.7599527,-0.009893927,-0.33681804,-0.39545658,0.6739496,750.65936,785.31134,784.5055,756.30035,814.3223,0.80975341796875,-0.0958251953125,0.5631103515625,4.403839111328125,-3.671112060546875,-1.024322509765625,1.0,1.0,1.0,1.0,1.0,50.0,
