timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT
1624279424.6328125,792.967032967033,793.9167974882262,797.8021978021978,807.7795220652364,784.5726495726495
1624279424.640625,794.1758241758241,794.2477760334904,797.3992673992674,808.7676609105181,777.1520146520146
1624279424.6484375,795.3846153846154,794.5787545787547,796.996336996337,809.7557997557998,769.7313797313797
1624279424.65625,801.952380952381,795.8479853479854,799.1318681318683,811.2399267399268,744.2930402930402
1624279424.6640625,808.5201465201466,797.1172161172162,801.2673992673994,812.7240537240539,718.8547008547009
1624279424.671875,815.0879120879122,798.386446886447,803.4029304029305,814.2081807081809,693.4163614163615
1624279424.6796875,821.6556776556778,799.6556776556777,805.5384615384617,815.6923076923078,667.9780219780221
1624279424.6875,819.2348060103163,799.4566793750467,805.584510727368,815.4225910144279,700.2568587874712
1624279424.6953125,816.8139343649549,799.2576810944157,805.6305599162743,815.1528743365479,732.5356955969202
1624279424.703125,814.3930627195934,799.0586828137848,805.6766091051805,814.883157658668,764.8145324063693
1624279424.7109375,811.972191074232,798.8596845331539,805.722658294087,814.6134409807879,797.0933692158183
1624279424.71875,809.5513194288706,798.660686252523,805.7687074829932,814.343724302908,829.3722060252674
1624279424.7265625,807.1304477835091,798.4616879718919,805.8147566718995,814.074007625028,861.6510428347165
1624279424.734375,804.7095761381477,798.262689691261,805.8608058608058,813.804290947148,893.9298796441655
1624279424.7421875,811.0989010989011,803.8461538461539,794.981684981685,799.4139194139194,917.0695970695972
1624279424.7500002,810.0244200244201,802.8388278388279,797.3992673992675,800.8689458689458,880.0447700447702
1624279424.7578125,808.949938949939,801.8315018315019,799.8168498168499,802.3239723239724,843.0199430199432
1624279424.765625,807.8754578754579,800.8241758241759,802.2344322344322,803.7789987789988,805.9951159951161
1624279424.7734375,806.8009768009769,799.8168498168499,804.6520146520147,805.2340252340252,768.9702889702891
1624279424.78125,805.7264957264958,798.8095238095239,807.0695970695972,806.6890516890518,731.9454619454621
1624279424.7890625,804.6520146520147,797.8021978021978,809.4871794871796,808.1440781440782,694.920634920635
1624279424.796875,774.8351648351648,801.8315018315019,807.0695970695971,807.4725274725275,780.4761904761905
1624279424.8046875,781.7655677655678,801.6568986568988,807.0964590964591,807.4188034188035,794.4713064713064
1624279424.8125,788.6959706959707,801.4822954822955,807.1233211233211,807.3650793650794,808.4664224664225
1624279424.8203125,795.6263736263736,801.3076923076924,807.1501831501832,807.3113553113553,822.4615384615386
1624279424.828125,802.5567765567766,801.1330891330892,807.1770451770452,807.2576312576311,836.4566544566545
1624279424.8359375,809.4871794871796,800.958485958486,807.2039072039072,807.2039072039071,850.4517704517705
1624279424.84375,816.4175824175825,800.7838827838829,807.2307692307693,807.150183150183,864.4468864468865
1624279424.8515625,813.1135531135532,808.6813186813187,805.4578754578755,801.4285714285714,766.7765567765568
1624279424.859375,809.9740537240538,806.8513431013431,804.6520146520147,800.7066544566545,783.179181929182
1624279424.8671875,806.8345543345544,805.0213675213674,803.8461538461539,799.9847374847375,799.5818070818071
1624279424.875,803.695054945055,803.1913919413919,803.0402930402931,799.2628205128206,815.9844322344323
1624279424.8828125,800.5555555555555,801.3614163614163,802.2344322344322,798.5409035409035,832.3870573870576
1624279424.890625,797.4160561660561,799.5314407814408,801.4285714285714,797.8189865689866,848.7896825396826
1624279424.8984373,794.2765567765568,797.7014652014652,800.6227106227107,797.0970695970695,865.1923076923078
1624279424.90625,791.1370573870574,795.8714896214896,799.8168498168499,796.3751526251526,881.594932844933
1624279424.9140625,787.997557997558,794.041514041514,799.0109890109891,795.6532356532357,897.9975579975581
1624279424.921875,784.8580586080586,792.2115384615385,798.2051282051282,794.9313186813187,914.4001831501834
1624279424.9296875,781.7185592185592,790.3815628815628,797.3992673992674,794.2094017094017,930.8028083028084
1624279424.9375,778.5790598290598,788.5515873015872,796.5934065934066,793.4874847374847,947.2054334554336
1624279424.9453125,775.4395604395604,786.7216117216117,795.7875457875458,792.7655677655678,963.6080586080589
1624279424.9531252,801.9466248037677,800.4500261643118,803.8461538461539,803.5583464154894,846.4992150706437
1624279424.9609375,806.6666666666666,809.7557997557998,794.7130647130647,799.1452991452992,791.0866910866911
1624279424.96875,808.3455433455433,805.7488807488808,794.3549043549043,799.0557590557592,774.6113146113146
1624279424.9765625,810.02442002442,801.7419617419617,793.9967439967439,798.966218966219,758.1359381359381
