timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Delta_Aggregate,Theta_Aggregate,Alpha_Aggregate,Beta_Aggregate,Gamma_Aggregate
1752076147.467,775.2381,803.0403,830.4396,765.9707,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.468,770.80585,797.8022,828.4249,769.59705,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.468,772.01465,788.1319,817.1429,776.4469,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,776.4469,777.25275,805.4579,794.57874,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,776.4469,768.3883,795.38464,793.36993,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,778.86444,766.3736,795.38464,790.9524,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,782.0879,771.2088,799.41394,782.49084,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,796.1905,758.71796,785.31134,790.54944,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,787.72894,770.0,797.3993,773.22345,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,765.16486,798.60803,817.9487,756.7033,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,779.67035,782.49084,802.23444,779.67035,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.4689999,786.9231,776.4469,804.65204,779.67035,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.471,770.40295,790.9524,818.3516,774.0293,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.471,770.40295,793.7729,818.7546,773.6264,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.471,769.19415,784.90845,809.0842,773.22345,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.471,772.01465,789.7436,815.12823,779.67035,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.471,774.43225,794.57874,817.9487,778.46155,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
1752076147.471,766.77655,778.86444,803.8461,778.46155,0.31170145,0.22879616749999998,0.4878273875,0.8632444725,0.550397025
