timestamp,TP9,AF7,AF8,TP10
0.109375,4.7337119491874584e-05,3.1227526486610226e-05,4.196725515678646e-05,9.259899661249731e-06
0.11328125,4.9289797431906635e-05,1.755878090638592e-05,5.66123397070268e-05,1.2188916571297797e-05
0.1171875,5.2218814341954696e-05,3.401865841153599e-06,5.026613640192266e-05,1.0724408116273763e-05
0.12109375,5.026613640192266e-05,-1.121270811627373e-05,4.001457721675442e-05,1.2188916571297797e-05
0.125,4.391993309681851e-05,1.0724408116273763e-05,3.8550068761730395e-05,1.1700747086289786e-05
0.12890625,4.34317636118105e-05,3.5132882366674316e-05,4.636078052185856e-05,7.795391206225697e-06
0.1328125,4.7825288976882595e-05,2.3416814726482047e-05,5.5636000737010774e-05,7.795391206225697e-06
0.13671875,4.7337119491874584e-05,-5.842843781185608e-06,4.977796691691464e-05,1.0236238631265752e-05
0.140625,4.196725515678646e-05,-1.755891142137787e-05,3.46447128816663e-05,5.842713266193654e-06
0.14453125,4.440810258182652e-05,-9.61148931105499e-07,2.6834001121538125e-05,4.378204811169621e-06
0.1484375,5.319515331197072e-05,1.5117933481345863e-05,3.952640773174641e-05,8.283560691233709e-06
0.15234375,5.5636000737010774e-05,1.1700747086289786e-05,6.0029526102082876e-05,1.0236238631265752e-05
0.15625,5.1730644856946685e-05,-1.072453863126572e-05,5.5636000737010774e-05,9.259899661249731e-06
0.16015625,5.465966176699475e-05,-2.4393284211490024e-05,3.659739082169834e-05,8.283560691233709e-06
0.1640625,5.417149228198674e-05,-1.560623348134583e-05,3.46447128816663e-05,1.1700747086289786e-05
0.16796875,4.880162794689862e-05,-3.401996356145554e-06,4.636078052185856e-05,1.1212577601281776e-05
0.171875,5.026613640192266e-05,8.77173017624172e-06,5.66123397070268e-05,9.259899661249731e-06
0.17578125,5.124247537193867e-05,-2.425657386129532e-06,5.417149228198674e-05,1.2188916571297797e-05
0.1796875,5.1730644856946685e-05,-3.890165841153565e-06,4.0990916186770444e-05,1.5117933481345863e-05
0.18359375,5.368332279697873e-05,1.0236238631265752e-05,2.6834001121538125e-05,1.5117933481345863e-05
0.1875,5.270698382696271e-05,2.0487797816433986e-05,3.318020442664227e-05,1.365342502632183e-05
0.19140625,5.124247537193867e-05,3.220386545662624e-05,5.612417022201878e-05,1.4141594511329842e-05
0.1953125,5.2218814341954696e-05,2.7322170606546137e-05,6.247037352712293e-05,1.8535119876401938e-05
0.19921875,5.075430588693066e-05,1.365342502632183e-05,4.5872611036850557e-05,1.951145884641796e-05
0.203125,4.7825288976882595e-05,5.354543781185643e-06,3.171569597161824e-05,2.0975967301441994e-05
0.20703125,5.66123397070268e-05,1.365342502632183e-05,4.0990916186770444e-05,2.0975967301441994e-05
0.2109375,5.319515331197072e-05,2.292864524147404e-05,5.1730644856946685e-05,2.0975967301441994e-05
0.21484375,5.856501764705884e-05,2.7810340091554148e-05,4.9289797431906635e-05,2.6834001121538125e-05
0.21875,5.856501764705884e-05,1.1700747086289786e-05,3.1227526486610226e-05,2.3416814726482047e-05
0.22265625,4.538444155184254e-05,-9.748199661249696e-06,1.755878090638592e-05,2.2440475756466028e-05
0.2265625,5.075430588693066e-05,3.890035326161609e-06,2.5857662151522106e-05,2.488132318150608e-05
0.23046875,5.514783125200276e-05,2.3416814726482047e-05,4.294359412680248e-05,2.7322170606546137e-05
0.234375,5.319515331197072e-05,1.7070611421377907e-05,5.075430588693066e-05,2.9274848546578178e-05
0.23828125,4.7825288976882595e-05,-1.3165386056305774e-05,3.610922133669034e-05,2.2440475756466028e-05
0.2421875,4.636078052185856e-05,-2.4393284211490024e-05,2.292864524147404e-05,2.1952306271458016e-05
0.24609375,5.319515331197072e-05,-1.3653555541313785e-05,2.7810340091554148e-05,2.439315369649807e-05
0.25,5.612417022201878e-05,9.610184161135442e-07,4.245542464179448e-05,2.3904984211490058e-05
0.25390625,5.514783125200276e-05,9.259899661249731e-06,4.34317636118105e-05,2.439315369649807e-05
0.2578125,4.977796691691464e-05,4.7284893110553325e-07,2.7322170606546137e-05,2.292864524147404e-05
0.26171875,5.2218814341954696e-05,-7.307352236209642e-06,1.951145884641796e-05,1.8046950391393927e-05
0.265625,5.66123397070268e-05,5.354543781185643e-06,2.292864524147404e-05,1.9999628331425975e-05
0.26953125,5.1730644856946685e-05,1.8046950391393927e-05,2.7322170606546137e-05,2.5369492666514095e-05
0.2734375,5.417149228198674e-05,2.976301803158619e-05,4.196725515678646e-05,2.878667906157017e-05
0.27734375,5.758867867704282e-05,1.0724408116273763e-05,4.4896272066834534e-05,2.6345831636530114e-05
0.28125,5.856501764705884e-05,-1.072453863126572e-05,3.1227526486610226e-05,2.0975967301441994e-05
0.28515625,5.71005091920348e-05,-1.44931841611351e-06,3.269203494163426e-05,2.1952306271458016e-05
0.2890625,4.977796691691464e-05,7.307221721217687e-06,5.270698382696271e-05,2.6345831636530114e-05
0.29296875,5.2218814341954696e-05,1.8046950391393927e-05,7.226427382009615e-05,2.5369492666514095e-05
0.296875,5.66123397070268e-05,1.2188916571297797e-05,6.491122095216298e-05,2.3904984211490058e-05
0.30078125,6.0029526102082876e-05,-9.61148931105499e-07,4.5872611036850557e-05,2.488132318150608e-05
0.3046875,5.5636000737010774e-05,3.890035326161609e-06,4.245542464179448e-05,2.3904984211490058e-05
0.30859375,5.270698382696271e-05,2.0487797816433986e-05,5.5636000737010774e-05,2.488132318150608e-05
0.3125,5.954135661707486e-05,2.9274848546578178e-05,7.128793485008013e-05,3.0739357001602215e-05
0.31640625,5.319515331197072e-05,7.795391206225697e-06,6.491122095216298e-05,3.220386545662624e-05
0.3203125,4.977796691691464e-05,-3.401996356145554e-06,4.196725515678646e-05,2.829850957656216e-05
0.32421875,5.075430588693066e-05,-1.5320553902477717e-08,4.050274670176243e-05,2.9274848546578178e-05
0.328125,5.417149228198674e-05,1.9999628331425975e-05,4.977796691691464e-05,3.269203494163426e-05
0.33203125,6.198220404211491e-05,3.659739082169834e-05,6.198220404211491e-05,3.46447128816663e-05
0.3359375,5.954135661707486e-05,4.7284893110553325e-07,6.198220404211491e-05,3.46447128816663e-05
0.33984375,5.8076848162050824e-05,-2.488145369649804e-05,4.440810258182652e-05,3.269203494163426e-05
0.34375,6.198220404211491e-05,-1.5118063996337817e-05,2.7810340091554148e-05,3.269203494163426e-05
0.34765625,6.149403455710691e-05,-3.890165841153565e-06,2.7810340091554148e-05,3.5132882366674316e-05
0.3515625,5.71005091920348e-05,1.2677086056305808e-05,4.7337119491874584e-05,3.269203494163426e-05
0.35546875,5.612417022201878e-05,1.2677086056305808e-05,4.050274670176243e-05,3.220386545662624e-05
0.359375,5.465966176699475e-05,-2.9138268711375426e-06,2.0975967301441994e-05,3.0251187516594204e-05
0.36328125,5.71005091920348e-05,-1.4629894511329806e-05,2.0487797816433986e-05,2.9274848546578178e-05
0.3671875,6.442305146715498e-05,1.5606102966353874e-05,3.952640773174641e-05,2.976301803158619e-05
0.37109375,6.198220404211491e-05,3.659739082169834e-05,5.612417022201878e-05,2.6834001121538125e-05
0.375,5.514783125200276e-05,1.1700747086289786e-05,4.636078052185856e-05,2.6345831636530114e-05
0.37890625,5.1730644856946685e-05,-1.937487901121521e-06,3.1227526486610226e-05,3.0739357001602215e-05
0.3828125,5.2218814341954696e-05,-4.3783353261615755e-06,2.439315369649807e-05,3.1227526486610226e-05
0.38671875,5.417149228198674e-05,4.378204811169621e-06,3.318020442664227e-05,2.829850957656216e-05
0.390625,5.5636000737010774e-05,1.4629763996337851e-05,5.417149228198674e-05,3.0251187516594204e-05
0.39453125,5.1730644856946685e-05,1.951145884641796e-05,5.71005091920348e-05,3.0251187516594204e-05
0.3984375,5.124247537193867e-05,6.819052236209676e-06,4.391993309681851e-05,3.0251187516594204e-05
0.40234375,5.026613640192266e-05,-1.5118063996337817e-05,2.829850957656216e-05,2.7322170606546137e-05
0.40625,5.417149228198674e-05,2.913696356145588e-06,3.0251187516594204e-05,2.6834001121538125e-05
0.41015625,5.71005091920348e-05,3.4156543396658294e-05,5.075430588693066e-05,2.439315369649807e-05
0.4140625,4.977796691691464e-05,3.220386545662624e-05,5.026613640192266e-05,1.951145884641796e-05
0.41796875,4.391993309681851e-05,-2.425657386129532e-06,3.610922133669034e-05,1.8046950391393927e-05
0.421875,4.7337119491874584e-05,-1.9023419876401904e-05,2.292864524147404e-05,1.951145884641796e-05
0.42578125,4.880162794689862e-05,-1.5118063996337817e-05,2.1952306271458016e-05,2.439315369649807e-05
0.4296875,4.440810258182652e-05,-5.842843781185608e-06,3.8550068761730395e-05,2.3904984211490058e-05
0.43359375,4.4896272066834534e-05,3.401865841153599e-06,4.196725515678646e-05,2.0975967301441994e-05
0.4375,4.34317636118105e-05,-1.3165386056305774e-05,3.0251187516594204e-05,2.0975967301441994e-05
0.44140625,3.90382382467384e-05,-1.951158936140992e-05,1.9999628331425975e-05,2.3416814726482047e-05
0.4453125,4.34317636118105e-05,-1.44931841611351e-06,1.5117933481345863e-05,2.3904984211490058e-05
0.44921875,4.7337119491874584e-05,1.5606102966353874e-05,2.6345831636530114e-05,1.951145884641796e-05
0.453125,4.196725515678646e-05,5.354543781185643e-06,4.294359412680248e-05,1.8535119876401938e-05
0.45703125,4.001457721675442e-05,-2.536962318150605e-05,3.952640773174641e-05,1.8535119876401938e-05
0.4609375,4.391993309681851e-05,-2.195243678644997e-05,1.8046950391393927e-05,1.6582441936369896e-05
0.46484375,4.391993309681851e-05,-4.72979446097488e-07,1.5606102966353874e-05,1.365342502632183e-05
0.46875,4.1479085671778456e-05,1.4629763996337851e-05,3.7573729791714366e-05,1.3165255541313818e-05
0.47265625,3.8550068761730395e-05,1.365342502632183e-05,5.124247537193867e-05,1.6094272451361885e-05
0.4765625,3.8550068761730395e-05,-3.401996356145554e-06,5.1730644856946685e-05,1.951145884641796e-05
0.48046875,4.294359412680248e-05,-3.401996356145554e-06,3.659739082169834e-05,1.902328936140995e-05
0.484375,4.391993309681851e-05,1.4491879011215552e-06,2.6345831636530114e-05,1.755878090638592e-05
0.48828125,4.0990916186770444e-05,8.283560691233709e-06,3.90382382467384e-05,1.5606102966353874e-05
0.4921875,3.562105185168232e-05,8.283560691233709e-06,5.075430588693066e-05,1.3165255541313818e-05
0.49609375,3.8550068761730395e-05,4.866374296177632e-06,5.026613640192266e-05,1.365342502632183e-05
0.5,3.952640773174641e-05,-4.72979446097488e-07,4.050274670176243e-05,1.2188916571297797e-05
0.50390625,4.391993309681851e-05,-6.3310132661936195e-06,3.7085560306706354e-05,1.4629763996337851e-05
0.5078125,4.196725515678646e-05,1.4629763996337851e-05,4.391993309681851e-05,1.4629763996337851e-05
0.51171875,3.269203494163426e-05,1.755878090638592e-05,5.417149228198674e-05,1.2188916571297797e-05
0.515625,3.8550068761730395e-05,7.307221721217687e-06,4.831345846189061e-05,1.2188916571297797e-05
0.51953125,4.0990916186770444e-05,-7.795521721217652e-06,2.878667906157017e-05,1.2188916571297797e-05
0.5234375,3.610922133669034e-05,-1.072453863126572e-05,1.365342502632183e-05,1.1700747086289786e-05
0.52734375,3.3668373911650276e-05,7.307221721217687e-06,2.439315369649807e-05,1.3165255541313818e-05
0.53125,3.1227526486610226e-05,1.7070611421377907e-05,4.5872611036850557e-05,1.5117933481345863e-05
0.53515625,3.0251187516594204e-05,8.77173017624172e-06,4.636078052185856e-05,1.3165255541313818e-05
0.5390625,3.269203494163426e-05,-5.842843781185608e-06,3.0251187516594204e-05,1.3165255541313818e-05
0.54296875,3.171569597161824e-05,3.401865841153599e-06,2.0487797816433986e-05,1.1212577601281776e-05
0.546875,2.6834001121538125e-05,2.1464136786450005e-05,2.976301803158619e-05,7.795391206225697e-06
0.55078125,2.5369492666514095e-05,1.951145884641796e-05,5.270698382696271e-05,1.1700747086289786e-05
0.5546875,2.5857662151522106e-05,1.8046950391393927e-05,5.856501764705884e-05,1.5606102966353874e-05
0.55859375,2.976301803158619e-05,1.1212577601281776e-05,4.440810258182652e-05,1.5606102966353874e-05
0.5625,3.220386545662624e-05,-2.9138268711375426e-06,3.0739357001602215e-05,1.4141594511329842e-05
0.56640625,3.1227526486610226e-05,1.4491879011215552e-06,3.0251187516594204e-05,1.2677086056305808e-05
0.5703125,2.7322170606546137e-05,1.5117933481345863e-05,4.538444155184254e-05,9.259899661249731e-06
0.57421875,2.2440475756466028e-05,2.1464136786450005e-05,5.514783125200276e-05,9.259899661249731e-06
0.578125,2.439315369649807e-05,3.890035326161609e-06,4.538444155184254e-05,1.2188916571297797e-05
0.58203125,2.439315369649807e-05,-1.560623348134583e-05,3.0739357001602215e-05,1.0724408116273763e-05
0.5859375,1.9999628331425975e-05,-1.5320553902477717e-08,2.976301803158619e-05,1.4141594511329842e-05
0.58984375,1.9999628331425975e-05,2.1464136786450005e-05,4.538444155184254e-05,1.6582441936369896e-05
0.59375,1.9999628331425975e-05,8.77173017624172e-06,5.71005091920348e-05,1.6582441936369896e-05
0.59765625,1.902328936140995e-05,-1.5118063996337817e-05,4.391993309681851e-05,1.9999628331425975e-05
0.6015625,2.1464136786450005e-05,-2.2928775756465994e-05,2.9274848546578178e-05,2.0975967301441994e-05
0.60546875,1.755878090638592e-05,-7.795521721217652e-06,2.9274848546578178e-05,1.755878090638592e-05
0.609375,1.3165255541313818e-05,1.8046950391393927e-05,4.245542464179448e-05,1.8535119876401938e-05
0.61328125,1.3165255541313818e-05,2.878667906157017e-05,4.7337119491874584e-05,1.7070611421377907e-05
0.6171875,1.4141594511329842e-05,8.77173017624172e-06,3.5132882366674316e-05,1.6094272451361885e-05
0.62109375,1.6094272451361885e-05,-4.866504811169587e-06,2.488132318150608e-05,1.8535119876401938e-05
0.625,1.951145884641796e-05,1.2188916571297797e-05,1.951145884641796e-05,2.0487797816433986e-05
0.62890625,1.7070611421377907e-05,3.4156543396658294e-05,3.269203494163426e-05,2.0487797816433986e-05
0.6328125,1.5117933481345863e-05,3.269203494163426e-05,5.1730644856946685e-05,2.1464136786450005e-05
0.63671875,1.902328936140995e-05,1.951145884641796e-05,4.636078052185856e-05,2.1952306271458016e-05
0.640625,1.8046950391393927e-05,5.842713266193654e-06,3.610922133669034e-05,1.951145884641796e-05
0.64453125,2.292864524147404e-05,1.4491879011215552e-06,3.269203494163426e-05,1.755878090638592e-05
0.6484375,2.2440475756466028e-05,2.1952306271458016e-05,4.636078052185856e-05,1.755878090638592e-05
0.65234375,1.8535119876401938e-05,3.562105185168232e-05,6.491122095216298e-05,1.902328936140995e-05
0.65625,2.0487797816433986e-05,2.1464136786450005e-05,6.149403455710691e-05,1.6582441936369896e-05
0.66015625,2.292864524147404e-05,2.913696356145588e-06,4.0990916186770444e-05,1.7070611421377907e-05
0.6640625,2.439315369649807e-05,-7.307352236209642e-06,2.439315369649807e-05,2.0487797816433986e-05
0.66796875,2.1464136786450005e-05,2.2440475756466028e-05,3.46447128816663e-05,2.2440475756466028e-05
0.671875,1.6094272451361885e-05,3.90382382467384e-05,5.319515331197072e-05,2.3416814726482047e-05
0.67578125,1.2188916571297797e-05,6.330882751201665e-06,4.880162794689862e-05,2.1464136786450005e-05
0.6796875,1.3165255541313818e-05,-1.755891142137787e-05,3.269203494163426e-05,2.3416814726482047e-05
0.68359375,1.5606102966353874e-05,-2.195243678644997e-05,1.902328936140995e-05,2.6345831636530114e-05
0.6875,1.7070611421377907e-05,3.401865841153599e-06,2.488132318150608e-05,2.292864524147404e-05
0.69140625,1.8046950391393927e-05,2.439315369649807e-05,4.977796691691464e-05,1.8535119876401938e-05
0.6953125,1.951145884641796e-05,1.1212577601281776e-05,4.7825288976882595e-05,1.902328936140995e-05
0.69921875,2.1464136786450005e-05,-1.609440296635384e-05,2.2440475756466028e-05,1.755878090638592e-05
0.703125,1.755878090638592e-05,-1.560623348134583e-05,1.4629763996337851e-05,2.0975967301441994e-05
0.70703125,2.0487797816433986e-05,1.0724408116273763e-05,3.0739357001602215e-05,2.488132318150608e-05
0.7109375,2.0487797816433986e-05,1.4141594511329842e-05,5.124247537193867e-05,2.3416814726482047e-05
0.71484375,1.5117933481345863e-05,1.365342502632183e-05,5.905318713206685e-05,2.0487797816433986e-05
0.71875,1.6582441936369896e-05,3.890035326161609e-06,5.026613640192266e-05,2.3416814726482047e-05
0.72265625,1.951145884641796e-05,3.890035326161609e-06,3.220386545662624e-05,2.3416814726482047e-05
0.7265625,1.8046950391393927e-05,2.3416814726482047e-05,3.610922133669034e-05,2.0487797816433986e-05
0.73046875,1.8046950391393927e-05,3.659739082169834e-05,5.8076848162050824e-05,1.6094272451361885e-05
0.734375,2.439315369649807e-05,3.1227526486610226e-05,6.835891794003205e-05,1.4629763996337851e-05
0.73828125,2.6834001121538125e-05,-7.307352236209642e-06,4.684895000686658e-05,1.755878090638592e-05
0.7421875,2.6834001121538125e-05,-1.609440296635384e-05,2.292864524147404e-05,1.7070611421377907e-05
0.74609375,2.2440475756466028e-05,1.4141594511329842e-05,2.6834001121538125e-05,1.6582441936369896e-05
0.75,1.9999628331425975e-05,3.1227526486610226e-05,4.538444155184254e-05,2.0487797816433986e-05
0.75390625,1.902328936140995e-05,2.2440475756466028e-05,5.026613640192266e-05,1.8046950391393927e-05
0.7578125,1.6094272451361885e-05,-8.283691206225664e-06,3.4156543396658294e-05,1.6582441936369896e-05
0.76171875,2.0487797816433986e-05,-5.842843781185608e-06,1.6582441936369896e-05,1.8535119876401938e-05
0.765625,2.0487797816433986e-05,1.2188916571297797e-05,2.1464136786450005e-05,2.0487797816433986e-05
0.76953125,2.3904984211490058e-05,2.439315369649807e-05,4.001457721675442e-05,2.5369492666514095e-05
0.7734375,2.3416814726482047e-05,9.748069146257742e-06,4.831345846189061e-05,1.8046950391393927e-05
0.77734375,1.951145884641796e-05,-1.7070741936369862e-05,4.0990916186770444e-05,1.3165255541313818e-05
0.78125,2.5857662151522106e-05,-1.5118063996337817e-05,2.9274848546578178e-05,1.5606102966353874e-05
0.78515625,2.5857662151522106e-05,-9.260030176241686e-06,3.269203494163426e-05,1.6094272451361885e-05
0.7890625,1.9999628331425975e-05,5.354543781185643e-06,4.684895000686658e-05,1.902328936140995e-05
0.79296875,2.3416814726482047e-05,1.365342502632183e-05,6.051769558709088e-05,1.902328936140995e-05
0.796875,2.829850957656216e-05,4.866374296177632e-06,4.880162794689862e-05,1.5606102966353874e-05
0.80078125,3.0251187516594204e-05,-1.44931841611351e-06,3.1227526486610226e-05,1.7070611421377907e-05
0.8046875,3.0251187516594204e-05,2.913696356145588e-06,2.829850957656216e-05,1.7070611421377907e-05
0.80859375,2.3904984211490058e-05,2.0975967301441994e-05,2.976301803158619e-05,1.3165255541313818e-05
0.8125,2.3416814726482047e-05,2.3904984211490058e-05,4.7337119491874584e-05,1.5606102966353874e-05
0.81640625,3.0739357001602215e-05,3.401865841153599e-06,4.050274670176243e-05,1.6582441936369896e-05
0.8203125,3.220386545662624e-05,-1.121270811627373e-05,1.951145884641796e-05,1.5117933481345863e-05
0.82421875,2.7810340091554148e-05,-1.44931841611351e-06,1.6094272451361885e-05,1.5117933481345863e-05
0.828125,3.0739357001602215e-05,2.3416814726482047e-05,2.7810340091554148e-05,1.755878090638592e-05
0.83203125,3.269203494163426e-05,2.829850957656216e-05,4.7337119491874584e-05,1.9999628331425975e-05
0.8359375,2.6834001121538125e-05,2.6345831636530114e-05,4.684895000686658e-05,2.0975967301441994e-05
0.83984375,2.976301803158619e-05,8.77173017624172e-06,3.562105185168232e-05,2.1464136786450005e-05
0.84375,3.90382382467384e-05,-8.771860691233675e-06,2.878667906157017e-05,1.902328936140995e-05
0.84765625,3.7085560306706354e-05,4.866374296177632e-06,2.9274848546578178e-05,1.5117933481345863e-05
0.8515625,3.562105185168232e-05,1.8535119876401938e-05,4.196725515678646e-05,1.365342502632183e-05
0.85546875,3.610922133669034e-05,2.1464136786450005e-05,4.294359412680248e-05,1.6094272451361885e-05
0.859375,3.952640773174641e-05,-3.890165841153565e-06,3.0251187516594204e-05,1.4629763996337851e-05
0.86328125,3.8550068761730395e-05,-3.890165841153565e-06,2.6345831636530114e-05,1.2188916571297797e-05
0.8671875,3.562105185168232e-05,1.902328936140995e-05,2.7810340091554148e-05,1.4629763996337851e-05
0.87109375,3.610922133669034e-05,2.829850957656216e-05,3.5132882366674316e-05,1.4141594511329842e-05
0.875,3.46447128816663e-05,3.220386545662624e-05,3.171569597161824e-05,1.4141594511329842e-05
0.87890625,3.90382382467384e-05,7.795391206225697e-06,1.7070611421377907e-05,1.902328936140995e-05
0.8828125,3.3668373911650276e-05,-1.951158936140992e-05,8.77173017624172e-06,1.9999628331425975e-05
0.88671875,2.6834001121538125e-05,-2.146426730144196e-05,2.1952306271458016e-05,2.1464136786450005e-05
0.890625,3.7085560306706354e-05,-4.3783353261615755e-06,4.684895000686658e-05,2.2440475756466028e-05
0.89453125,3.7573729791714366e-05,5.354543781185643e-06,4.7825288976882595e-05,1.902328936140995e-05
0.8984375,3.806189927672238e-05,-2.9138268711375426e-06,3.4156543396658294e-05,1.902328936140995e-05
0.90234375,3.90382382467384e-05,-9.260030176241686e-06,2.1464136786450005e-05,1.6582441936369896e-05
0.90625,3.7085560306706354e-05,-4.3783353261615755e-06,2.3416814726482047e-05,1.4629763996337851e-05
0.91015625,4.391993309681851e-05,1.8046950391393927e-05,4.538444155184254e-05,1.4629763996337851e-05
0.9140625,4.294359412680248e-05,1.6582441936369896e-05,5.124247537193867e-05,1.1700747086289786e-05
0.91796875,3.806189927672238e-05,-7.795521721217652e-06,3.806189927672238e-05,5.354543781185643e-06
0.921875,3.46447128816663e-05,-8.283691206225664e-06,1.8535119876401938e-05,1.4491879011215552e-06
0.92578125,3.4156543396658294e-05,-5.354674296177598e-06,1.2188916571297797e-05,2.913696356145588e-06
0.9296875,3.952640773174641e-05,9.259899661249731e-06,2.6834001121538125e-05,6.819052236209676e-06
0.93359375,4.34317636118105e-05,2.0975967301441994e-05,3.0251187516594204e-05,5.354543781185643e-06
0.9375,4.440810258182652e-05,-4.72979446097488e-07,1.951145884641796e-05,4.866374296177632e-06
0.94140625,4.440810258182652e-05,-1.658257245136185e-05,9.259899661249731e-06,5.354543781185643e-06
0.9453125,4.440810258182652e-05,-1.170087760128174e-05,1.7070611421377907e-05,3.890035326161609e-06
0.94921875,4.391993309681851e-05,1.4141594511329842e-05,4.001457721675442e-05,1.0236238631265752e-05
0.953125,4.7825288976882595e-05,1.951145884641796e-05,4.34317636118105e-05,1.2188916571297797e-05
0.95703125,4.4896272066834534e-05,1.4491879011215552e-06,3.610922133669034e-05,7.307221721217687e-06
0.9609375,3.952640773174641e-05,-1.4141725026321795e-05,2.9274848546578178e-05,1.0236238631265752e-05
0.96484375,5.124247537193867e-05,-6.819182751201631e-06,2.6345831636530114e-05,1.5117933481345863e-05
0.96875,5.075430588693066e-05,1.365342502632183e-05,4.294359412680248e-05,1.2188916571297797e-05
0.97265625,3.8550068761730395e-05,7.795391206225697e-06,5.465966176699475e-05,1.0236238631265752e-05
0.9765625,4.1479085671778456e-05,4.7284893110553325e-07,4.7825288976882595e-05,1.2677086056305808e-05
0.98046875,4.001457721675442e-05,-1.2677216571297761e-05,2.7810340091554148e-05,1.4629763996337851e-05
0.984375,3.610922133669034e-05,-1.609440296635384e-05,2.5369492666514095e-05,1.6582441936369896e-05
0.98828125,4.1479085671778456e-05,1.3165255541313818e-05,4.0990916186770444e-05,1.365342502632183e-05
0.9921875,4.4896272066834534e-05,1.951145884641796e-05,5.465966176699475e-05,1.365342502632183e-05
0.99609375,4.1479085671778456e-05,1.1212577601281776e-05,5.124247537193867e-05,1.8046950391393927e-05
1.0,3.5132882366674316e-05,-9.748199661249696e-06,2.7322170606546137e-05,1.5117933481345863e-05
1.00390625,3.659739082169834e-05,-1.2677216571297761e-05,1.951145884641796e-05,1.755878090638592e-05
1.0078125,4.538444155184254e-05,1.1700747086289786e-05,3.7573729791714366e-05,2.2440475756466028e-05
1.01171875,4.5872611036850557e-05,2.878667906157017e-05,4.9289797431906635e-05,1.951145884641796e-05
1.015625,3.659739082169834e-05,1.6094272451361885e-05,4.0990916186770444e-05,1.6582441936369896e-05
1.01953125,3.0251187516594204e-05,-4.3783353261615755e-06,3.3668373911650276e-05,2.976301803158619e-05
1.0234375,2.976301803158619e-05,-6.3310132661936195e-06,3.0251187516594204e-05,3.562105185168232e-05
1.02734375,3.269203494163426e-05,7.795391206225697e-06,3.269203494163426e-05,2.439315369649807e-05
1.03125,3.318020442664227e-05,2.7322170606546137e-05,5.075430588693066e-05,2.7322170606546137e-05
1.03515625,3.610922133669034e-05,2.5369492666514095e-05,5.270698382696271e-05,2.5369492666514095e-05
1.0390625,4.050274670176243e-05,2.4255268711375773e-06,3.4156543396658294e-05,1.902328936140995e-05
1.04296875,4.196725515678646e-05,-7.795521721217652e-06,3.610922133669034e-05,2.1952306271458016e-05
