timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,Delta_Aggregate,Theta_Aggregate,Alpha_Aggregate,Beta_Aggregate,Gamma_Aggregate
1694268925.244,790.9524,791.3553,822.7839,807.0696,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.244,784.5055,794.57874,826.4103,800.6227,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.244,765.9707,794.57874,828.022,807.0696,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.245,760.7326,789.34064,825.2015,817.9487,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.245,769.19415,786.9231,825.2015,819.5604,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.245,772.4176,787.72894,825.6044,814.3223,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.246,772.4176,787.72894,826.0073,809.4872,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.246,780.4762,787.72894,825.6044,807.0696,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.312,792.96704,787.326,820.3663,805.4579,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.313,809.4872,792.1612,821.5751,811.50183,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.313,826.4103,795.38464,820.7692,817.5458,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.314,841.7216,797.3993,820.7692,806.26373,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.314,873.1502,801.8315,820.7692,807.8755,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.315,900.54944,801.8315,821.1722,814.7253,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.315,890.4762,795.78754,824.3956,796.99634,0.667190975,0.1925436925,0.262473125,0.16330361775000002,-0.2260557425
1694268925.316,882.8205,791.75824,825.6044,791.3553,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.319,899.34064,792.96704,829.2308,795.38464,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.32,900.9524,795.38464,826.0073,786.52014,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.3209999,897.72894,794.57874,822.381,779.2674,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.3209999,902.96704,792.1612,822.7839,784.5055,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.3609998,908.60803,798.20514,821.1722,791.75824,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.362,913.0403,800.6227,820.3663,789.7436,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.362,913.0403,799.81683,822.7839,788.5348,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.3630002,911.02563,800.6227,820.7692,791.3553,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.3630002,903.36993,800.2198,817.9487,788.93774,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.364,903.7729,802.6374,819.9634,790.54944,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.364,900.54944,802.23444,819.9634,794.57874,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.364,888.86444,800.2198,820.3663,791.3553,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.365,882.8205,803.0403,821.978,790.9524,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.365,883.22345,802.23444,823.9927,799.41394,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.367,880.40295,802.6374,827.2161,812.71063,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.367,863.47986,803.8461,824.3956,804.65204,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.4129999,848.97437,799.011,821.5751,792.1612,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.414,849.3773,801.02563,819.5604,799.011,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.414,853.00366,805.4579,818.7546,809.4872,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
1694268925.415,848.5714,799.011,818.7546,810.696,0.6555464925,0.19490353250000003,0.25860929,0.15821878271,-0.23662262750000002
