timestamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT
1694303808.4390001,786.1172,815.5311,778.86444,751.4652,683.36993
1694303808.44,811.9048,813.1135,784.5055,779.2674,749.85345
1694303808.441,800.6227,809.4872,787.72894,782.0879,770.0
1694303808.442,763.1502,805.4579,786.52014,761.53845,739.3773
1694303808.443,753.0769,806.26373,787.72894,754.2857,673.69965
1694303808.444,778.0586,804.65204,787.72894,770.80585,650.32965
1694303808.445,800.6227,802.6374,786.52014,794.9817,1035.1282
1694303808.446,796.5934,803.44324,786.9231,791.3553,1052.4542
1694303808.447,761.13556,799.41394,787.72894,763.95605,683.7729
1694303808.448,737.3626,796.1905,788.1319,757.50916,688.60803
1694303808.449,755.89746,793.7729,789.7436,759.92676,699.0842
1694303808.4499998,788.93774,795.78754,794.9817,792.96704,728.9011
1694303808.483,793.7729,797.3993,796.1905,805.4579,792.5641
1694303808.484,763.1502,794.9817,792.96704,766.3736,882.4176
1694303808.485,736.1539,797.8022,794.57874,753.47986,996.4469
1694303808.486,750.2564,799.011,798.60803,760.32965,809.89014
1694303808.487,791.3553,794.57874,796.5934,780.4762,653.1502
1694303808.488,794.57874,790.14655,792.5641,786.1172,870.7326
1694303808.4889998,758.71796,786.9231,797.3993,767.1795,972.27106
1694303808.4899998,743.4066,791.75824,800.2198,752.674,749.85345
1694303808.4910002,762.3443,799.81683,797.3993,751.8681,593.91943
1694303808.492,796.5934,799.011,798.60803,778.46155,785.31134
1694303808.496,808.68134,798.20514,802.23444,803.8461,924.7253
1694303808.497,788.5348,799.011,799.011,788.93774,734.94507
1694303808.503,755.89746,797.3993,798.60803,763.1502,642.27106
1694303808.504,753.47986,796.1905,798.60803,764.35895,642.27106
1694303808.5049999,796.1905,796.1905,794.17584,794.57874,706.7399
1694303808.5049999,814.7253,792.96704,794.17584,809.4872,751.06226
1694303808.5059998,791.75824,786.1172,797.8022,792.5641,692.23444
1694303808.5059998,759.92676,787.326,798.60803,779.67035,924.7253
1694303808.507,761.9414,789.34064,795.38464,778.46155,971.8681
1694303808.507,807.8755,797.3993,792.1612,803.44324,718.022
1694303808.508,844.5421,803.8461,787.72894,830.84247,729.304
1694303808.508,815.9341,789.7436,796.5934,812.3077,915.8608
1694303808.5089998,759.5238,777.25275,806.6667,775.64105,831.6484
1694303808.5100002,762.3443,775.2381,806.26373,784.90845,634.61536
1694303808.5379999,816.7399,774.83514,809.4872,828.4249,712.7839
1694303808.539,846.55676,773.6264,810.293,849.7802,799.011
1694303808.539,838.49817,777.25275,811.50183,845.7509,805.4579
1694303808.54,803.0403,777.6557,814.7253,817.9487,655.9707
1694303808.541,788.1319,779.67035,810.696,803.44324,752.27106
1694303808.542,822.381,781.685,807.0696,829.6337,983.1502
1694303808.542,850.58606,784.10254,809.0842,845.34796,856.63007
1694303808.543,840.9158,785.31134,809.4872,831.6484,762.3443
1694303808.544,805.05493,778.46155,807.47253,810.293,862.674
1694303808.544,792.1612,778.46155,806.26373,811.50183,978.71796
1694303808.5449998,809.4872,781.28204,801.4286,817.9487,764.7619
1694303808.5459998,830.4396,784.90845,801.8315,823.1868,672.8938
1694303808.553,836.4835,786.9231,804.65204,822.7839,743.00366
1694303808.554,804.2491,784.90845,802.23444,805.4579,717.2161
1694303808.554,781.28204,786.1172,802.23444,802.23444,643.47986
1694303808.555,805.4579,786.52014,803.8461,816.7399,610.0366
1694303808.555,837.28937,784.5055,802.23444,830.0366,661.6117
1694303808.556,834.0659,783.2967,801.4286,828.4249,788.93774
1694303808.557,796.99634,779.2674,801.4286,808.2784,795.78754
1694303808.558,778.46155,782.49084,800.2198,790.54944,643.0769
1694303808.558,794.57874,786.1172,800.2198,807.0696,959.3773
1694303808.559,824.3956,788.5348,800.2198,834.4689,1091.9414
1694303808.56,835.2747,792.96704,800.6227,828.022,732.9304
1694303808.56,802.6374,785.31134,801.02563,800.2198,740.18317
1694303808.589,777.25275,781.685,799.011,786.1172,729.707
1694303808.5900002,787.326,785.31134,797.8022,803.0403,707.1429
1694303808.591,815.9341,784.5055,792.1612,819.5604,715.2015
1694303808.591,832.4542,784.5055,788.1319,825.2015,801.4286
1694303808.591,806.6667,783.69965,790.14655,817.9487,896.52014
1694303808.592,774.43225,787.326,790.54944,790.14655,695.4579
1694303808.592,782.0879,788.93774,791.3553,788.5348,668.86444
1694303808.593,819.9634,788.93774,793.36993,821.5751,845.7509
1694303808.593,835.6777,794.17584,791.3553,828.8278,975.4945
1694303808.5939999,811.9048,796.5934,792.5641,799.41394,768.3883
1694303808.5939999,782.8938,794.57874,796.1905,784.5055,660.0
1694303808.595,784.5055,796.1905,795.38464,796.99634,782.0879
1694303808.624,818.7546,798.60803,795.78754,813.91943,764.35895
1694303808.625,830.4396,794.9817,793.36993,814.3223,724.0659
1694303808.627,811.50183,795.38464,790.9524,807.47253,778.0586
1694303808.628,783.69965,796.99634,790.54944,785.7143,772.4176
1694303808.628,782.49084,797.8022,791.75824,778.86444,711.978
1694303808.629,813.91943,790.9524,796.5934,808.68134,701.0989
1694303808.629,827.619,787.72894,794.17584,819.15753,780.4762
1694303808.63,815.9341,794.9817,789.7436,806.6667,1050.8425
1694303808.63,786.9231,795.78754,790.9524,787.72894,981.53845
1694303808.63,774.0293,794.17584,791.3553,778.86444,645.4945
1694303808.631,803.8461,795.78754,792.1612,798.60803,731.31866
1694303808.631,833.663,803.0403,793.7729,819.9634,803.44324
1694303808.704,828.022,802.23444,791.3553,814.3223,715.2015
1694303808.704,791.75824,799.81683,788.93774,793.36993,682.96704
1694303808.705,775.64105,800.6227,790.54944,786.1172,832.4542
1694303808.705,805.8608,802.6374,791.3553,804.2491,1102.0146
1694303808.705,832.0513,804.65204,790.9524,812.71063,927.9487
1694303808.7059999,825.6044,805.05493,789.34064,803.44324,742.1978
1694303808.7059999,792.96704,803.0403,788.1319,793.36993,918.68134
1694303808.7059999,770.40295,797.8022,791.3553,793.7729,948.49817
1694303808.707,786.9231,797.3993,789.7436,798.60803,670.87915
1694303808.707,815.9341,798.20514,788.5348,809.89014,614.4689
1694303808.707,813.1135,797.8022,792.96704,815.5311,687.8022
1694303808.708,787.72894,797.3993,791.3553,786.1172,684.17584
1694303808.741,782.0879,801.8315,790.14655,768.3883,619.707
1694303808.742,794.57874,804.2491,791.3553,786.1172,581.8315
1694303808.743,818.3516,802.6374,791.3553,805.05493,680.54944
1694303808.745,819.9634,800.6227,796.99634,816.337,728.49817
1694303808.7489998,785.31134,792.1612,793.7729,797.8022,753.0769
1694303808.7489998,764.7619,791.75824,792.96704,778.86444,762.3443
1694303808.7489998,782.0879,794.57874,796.5934,792.5641,1010.14655
1694303808.7500002,818.3516,795.78754,796.1905,815.12823,1088.3151
1694303808.7500002,831.6484,801.4286,792.1612,812.71063,754.2857
1694303808.7500002,803.44324,799.41394,791.75824,797.3993,721.2454
1694303808.7510002,765.9707,792.96704,789.34064,781.28204,757.1062
1694303808.7510002,772.8205,795.78754,786.9231,782.0879,709.5604
1694303808.788,818.7546,798.20514,791.75824,796.1905,667.25275
1694303808.789,835.2747,795.38464,792.1612,802.23444,794.57874
1694303808.7900002,807.47253,797.8022,795.78754,800.2198,864.2857
1694303808.7900002,780.87915,799.81683,795.38464,778.46155,702.71063
1694303808.7910001,781.28204,795.78754,793.36993,774.43225,560.87915
1694303808.7910001,814.3223,792.96704,795.38464,805.8608,816.337
1694303808.792,839.304,794.17584,794.57874,828.4249,1184.2124
1694303808.792,814.3223,794.9817,792.1612,807.47253,973.0769
1694303808.793,774.0293,792.96704,785.7143,769.19415,606.0073
1694303808.793,772.4176,792.1612,787.326,765.16486,701.9048
1694303808.794,807.47253,796.5934,792.5641,792.1612,828.022
1694303808.794,829.2308,797.8022,794.17584,797.8022,721.2454
1694303808.8270001,822.7839,796.5934,796.1905,795.78754,715.2015
1694303808.828,785.31134,797.3993,796.5934,786.9231,660.80585
1694303808.828,773.22345,799.011,799.41394,781.685,641.06226
1694303808.829,803.8461,801.8315,804.65204,800.2198,615.2747
1694303808.829,823.9927,800.2198,805.8608,811.9048,660.80585
1694303808.8300002,816.337,797.8022,801.02563,806.26373,790.9524
1694303808.832,780.4762,792.5641,794.57874,784.5055,747.4359
1694303808.833,766.3736,792.96704,789.7436,778.0586,646.7033
1694303808.8339999,804.2491,798.60803,784.5055,804.65204,606.8132
1694303808.835,835.2747,799.41394,790.54944,828.8278,1016.1905
1694303808.835,815.5311,792.96704,801.4286,818.3516,1116.9231
1694303808.836,788.1319,790.14655,805.4579,793.36993,702.71063
1694303808.876,784.90845,786.9231,801.8315,789.7436,637.8388
1694303808.8769999,805.8608,784.10254,797.8022,809.4872,707.5458
1694303808.8769999,836.08057,788.1319,801.02563,832.0513,795.38464
1694303808.878,846.55676,791.3553,798.60803,832.8571,722.0513
1694303808.878,816.337,793.7729,797.3993,820.7692,811.9048
1694303808.878,794.57874,794.57874,799.011,817.9487,978.315
1694303808.879,815.12823,799.81683,801.4286,830.4396,782.8938
1694303808.88,844.94507,797.8022,804.65204,846.55676,675.31134
1694303808.88,846.55676,793.36993,800.6227,850.58606,867.1062
1694303808.881,813.5165,796.99634,798.20514,824.3956,1024.249
1694303808.882,788.93774,792.5641,797.8022,803.8461,712.7839
1694303808.882,800.6227,790.9524,794.9817,809.4872,583.8461
1694303808.931,834.4689,798.20514,794.17584,824.3956,716.4103
1694303808.932,849.7802,798.20514,796.1905,836.08057,746.2271
1694303808.932,817.1429,793.36993,796.1905,819.5604,708.3516
1694303808.9329998,783.2967,792.1612,796.1905,803.44324,697.47253
1694303808.9329998,787.72894,794.57874,796.1905,804.2491,745.82416
1694303808.9329998,824.7985,793.36993,798.20514,826.4103,874.7619
1694303808.934,836.08057,795.38464,797.3993,831.2454,898.5348
1694303808.934,808.68134,798.20514,794.17584,810.696,748.6447
1694303808.937,787.326,795.78754,796.99634,800.6227,871.53845
1694303808.937,785.7143,794.9817,796.99634,803.0403,861.06226
1694303808.937,823.9927,798.20514,800.2198,823.1868,629.3773
1694303808.938,845.7509,796.1905,801.8315,834.87177,740.989
1694303808.961,813.91943,793.36993,796.99634,825.6044,809.4872
1694303808.962,776.8498,795.38464,797.3993,806.6667,726.8865
1694303808.963,777.25275,795.78754,800.2198,803.8461,645.89746
1694303808.964,810.293,798.20514,798.20514,825.6044,778.46155
1694303808.964,832.8571,799.011,795.38464,836.8865,1031.5018
1694303808.965,823.9927,800.2198,793.36993,826.4103,879.59705
1694303808.966,798.60803,800.2198,793.36993,804.65204,701.0989
1694303808.967,780.87915,790.9524,799.011,798.60803,799.011
1694303808.967,805.05493,788.93774,804.2491,817.9487,967.4359
1694303808.968,832.8571,789.34064,805.05493,834.87177,784.10254
1694303808.9689999,832.0513,787.72894,808.68134,842.52747,648.315
1694303808.9699998,809.0842,792.96704,807.47253,825.2015,671.28204
1694303808.9980001,788.5348,790.9524,802.23444,805.4579,628.97437
1694303808.999,818.7546,791.75824,804.65204,824.7985,612.8571
1694303809.0,850.989,796.5934,806.6667,845.34796,718.022
1694303809.0,843.73627,797.3993,803.8461,843.73627,778.46155
1694303809.001,811.50183,796.5934,803.8461,820.7692,751.06226
1694303809.001,787.326,794.9817,806.6667,803.0403,678.93774
1694303809.0019999,809.0842,796.99634,806.26373,813.91943,698.68134
