TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-09-09 14:15:24.869,0.0,1.0457221,0.90311366,0.8888042,0.0,0.22368205,0.27601954,0.37233007,0.0,0.23170148,0.19868043,0.4799082,0.0,0.111275055,0.10969812,0.58167344,0.0,-0.4770072,-0.40824872,0.13490808,804.2491,799.011,830.4396,807.8755,956.1539,0.36480712890625,0.0213623046875,0.92413330078125,4.673004150390625,-3.42437744140625,-0.530853271484375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:24.907,0.0,1.0457221,0.90311366,0.8888042,0.0,0.22368205,0.27601954,0.37233007,0.0,0.23170148,0.19868043,0.4799082,0.0,0.111275055,0.10969812,0.58167344,0.0,-0.4770072,-0.40824872,0.13490808,781.685,782.8938,817.9487,802.23444,859.85345,0.36370849609375,0.0150146484375,0.92529296875,4.5758056640625,-3.401947021484375,-0.829925537109375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:24.913,0.0,1.0377914,0.8812705,0.88004285,0.0,0.23412684,0.26178375,0.3126635,0.0,0.23170148,0.20231824,0.5140531,0.0,0.10742962,0.08028599,0.55492353,0.0,-0.49546012,-0.4272421,0.13062322,833.663,784.5055,815.9341,792.96704,857.4359,0.36370849609375,0.0150146484375,0.92529296875,4.5758056640625,-3.401947021484375,-0.829925537109375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:24.916,0.0,1.0377914,0.8812705,0.88004285,0.0,0.23412684,0.26178375,0.3126635,0.0,0.23170148,0.20231824,0.5140531,0.0,0.10742962,0.08028599,0.55492353,0.0,-0.49546012,-0.4272421,0.13062322,828.4249,781.685,815.9341,792.96704,836.08057,0.36456298828125,0.016357421875,0.91595458984375,5.016937255859375,-2.37762451171875,-1.06170654296875,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:24.963,0.0,1.0377914,0.8812705,0.88004285,0.0,0.23412684,0.26178375,0.3126635,0.0,0.23170148,0.20231824,0.5140531,0.0,0.10742962,0.08028599,0.55492353,0.0,-0.49546012,-0.4272421,0.13062322,714.3956,785.31134,820.3663,782.8938,730.5128,0.367431640625,0.0203857421875,0.92266845703125,4.732818603515625,-3.940277099609375,-0.94207763671875,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.025,0.0,1.0377914,0.8812705,0.88004285,0.0,0.23412684,0.26178375,0.3126635,0.0,0.23170148,0.20231824,0.5140531,0.0,0.10742962,0.08028599,0.55492353,0.0,-0.49546012,-0.4272421,0.13062322,711.1722,773.22345,819.9634,785.7143,548.3883,0.368896484375,0.0211181640625,0.92083740234375,5.0543212890625,-2.691650390625,-0.560760498046875,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.026,0.0,1.0528988,0.8552394,0.8606098,0.0,0.24541132,0.2561104,0.25671846,0.0,0.23348977,0.20231824,0.542955,0.0,0.10052502,0.05707843,0.5427835,0.0,-0.5045925,-0.4403042,0.11985379,721.2454,780.4762,818.7546,793.36993,794.9817,0.368896484375,0.0211181640625,0.92083740234375,5.0543212890625,-2.691650390625,-0.560760498046875,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.109,0.0,1.0528988,0.8552394,0.8606098,0.0,0.24541132,0.2561104,0.25671846,0.0,0.23348977,0.20231824,0.542955,0.0,0.10052502,0.05707843,0.5427835,0.0,-0.5045925,-0.4403042,0.11985379,747.8388,782.49084,827.2161,792.5641,744.21246,0.36566162109375,0.01800537109375,0.92510986328125,4.605712890625,-3.1402587890625,-0.657958984375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.111,0.0,1.0617378,0.82874763,0.83157563,0.0,0.2771612,0.26043254,0.21333303,0.0,0.23348977,0.20014793,0.5842707,0.0,0.086554855,0.03782621,0.54861224,0.0,-0.5151372,-0.44918856,0.10309872,792.5641,788.5348,819.9634,799.011,808.68134,0.36566162109375,0.01800537109375,0.92510986328125,4.605712890625,-3.1402587890625,-0.657958984375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.145,0.0,1.0617378,0.82874763,0.83157563,0.0,0.2771612,0.26043254,0.21333303,0.0,0.23348977,0.20014793,0.5842707,0.0,0.086554855,0.03782621,0.54861224,0.0,-0.5151372,-0.44918856,0.10309872,816.337,785.7143,822.7839,791.75824,681.3553,0.36962890625,0.0194091796875,0.91864013671875,4.80010986328125,-2.811279296875,-0.605621337890625,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.177,0.0,1.0617378,0.82874763,0.83157563,0.0,0.2771612,0.26043254,0.21333303,0.0,0.23348977,0.20014793,0.5842707,0.0,0.086554855,0.03782621,0.54861224,0.0,-0.5151372,-0.44918856,0.10309872,834.4689,792.96704,815.9341,793.36993,902.1612,0.36676025390625,0.020263671875,0.9254150390625,5.001983642578125,-2.579498291015625,-0.16448974609375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.179,0.0,1.059593,0.8074524,0.8017185,0.0,0.31876922,0.265596,0.18580955,0.0,0.23348977,0.18392783,0.6324749,0.0,0.067337565,0.019452956,0.56642395,0.0,-0.5281163,-0.45843324,0.08232657,860.2564,795.38464,821.1722,802.23444,981.9414,0.36676025390625,0.020263671875,0.9254150390625,5.001983642578125,-2.579498291015625,-0.16448974609375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.242,0.0,1.059593,0.8074524,0.8017185,0.0,0.31876922,0.265596,0.18580955,0.0,0.23348977,0.18392783,0.6324749,0.0,0.067337565,0.019452956,0.56642395,0.0,-0.5281163,-0.45843324,0.08232657,830.4396,794.17584,828.022,809.4872,668.46155,0.36505126953125,0.02154541015625,0.9244384765625,4.687957763671875,-3.42437744140625,-0.49346923828125,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.312,0.0,1.059593,0.8074524,0.8017185,0.0,0.31876922,0.265596,0.18580955,0.0,0.23348977,0.18392783,0.6324749,0.0,0.067337565,0.019452956,0.56642395,0.0,-0.5281163,-0.45843324,0.08232657,792.96704,787.326,820.3663,805.4579,763.95605,0.368408203125,0.0206298828125,0.91729736328125,4.6954345703125,-3.1103515625,-0.64300537109375,1.0,1.0,1.0,1.0,1.0,20.0,
2023-09-09 14:15:25.316,0.0,1.0526589,0.784937,0.78459007,0.0,0.34976634,0.25887227,0.17097552,0.0,0.23690079,0.15284707,0.6446893,0.0,0.048554156,0.00087101484,0.58344996,0.0,-0.5399278,-0.46775988,0.06119717,882.8205,791.75824,825.6044,791.3553,1164.4689,0.368408203125,0.0206298828125,0.91729736328125,4.6954345703125,-3.1103515625,-0.64300537109375,1.0,1.0,1.0,1.0,1.0,20.0,
